file	F	P	R	F.tag	P.tag	R.tag	TP	FP	FN	TP.tag	FP.tag	FN.tag
103.txt	95.21	97.70	92.84	0.00	0.00	0.00	4538	107	350	0	0	188
104.txt	91.72	99.94	84.75	0.00	0.00	0.00	4658	3	838	0	0	207
105.txt	64.14	92.03	49.23	0.00	0.00	0.00	2864	248	2954	0	0	305
106.txt	98.16	99.79	96.57	0.00	0.00	0.00	479	1	17	0	0	15
107.txt	95.24	98.94	91.81	0.00	0.00	0.00	2052	22	183	0	0	65
108.txt	86.98	85.98	88.00	0.00	0.00	0.00	2632	429	359	0	0	89
109.txt	93.73	95.83	91.72	0.00	0.00	0.00	1495	65	135	0	0	28
110.txt	91.42	89.43	93.51	0.00	0.00	0.00	2665	315	185	0	0	43
111.txt	74.96	97.44	60.91	0.00	0.00	0.00	1332	35	855	0	0	62
112.txt	9.52	100.00	5.00	0.00	0.00	0.00	2	0	38	0	0	5
113.txt	89.19	97.69	82.05	0.00	0.00	0.00	8040	190	1759	0	0	349
114.txt	46.23	96.76	30.37	0.00	0.00	0.00	448	15	1027	0	0	166
115.txt	97.12	99.35	94.99	0.00	0.00	0.00	607	4	32	0	0	18
116.txt	93.66	97.35	90.23	0.00	0.00	0.00	3085	84	334	0	0	116
117.txt	98.65	100.00	97.34	0.00	0.00	0.00	3949	0	108	0	0	50
118.txt	95.75	100.00	91.84	0.00	0.00	0.00	653	0	58	0	0	35
119.txt	96.02	100.00	92.34	0.00	0.00	0.00	4483	0	372	0	0	184
120.txt	96.52	100.00	93.28	0.00	0.00	0.00	2249	0	162	0	0	121
121.txt	96.09	100.00	92.47	0.00	0.00	0.00	810	0	66	0	0	42
122.txt	95.09	100.00	90.64	0.00	0.00	0.00	339	0	35	0	0	20
123.txt	87.51	89.90	85.24	0.00	0.00	0.00	543	61	94	0	0	23
124.txt	91.29	93.78	88.94	0.00	0.00	0.00	1206	80	150	0	0	41
125.txt	82.73	77.71	88.44	0.00	0.00	0.00	1339	384	175	0	0	35
126.txt	95.11	99.95	90.72	0.00	0.00	0.00	2131	1	218	0	0	46
127.txt	93.89	99.71	88.71	0.00	0.00	0.00	5242	15	667	0	0	196
128.txt	86.87	95.65	79.57	0.00	0.00	0.00	3185	145	818	0	0	110
129.txt	97.11	99.39	94.93	0.00	0.00	0.00	1968	12	105	0	0	73
130.txt	96.38	99.58	93.37	0.00	0.00	0.00	718	3	51	0	0	21
131.txt	95.65	97.12	94.22	0.00	0.00	0.00	2331	69	143	0	0	84
132.txt	92.73	100.00	86.45	0.00	0.00	0.00	1690	0	265	0	0	76
133.txt	96.16	99.86	92.72	0.00	0.00	0.00	7698	11	604	0	0	199
134.txt	0.89	100.00	0.45	0.00	0.00	0.00	2	0	447	0	0	115
135.txt	86.63	92.16	81.73	0.00	0.00	0.00	1763	150	394	0	0	80
136.txt	95.42	98.83	92.24	0.00	0.00	0.00	7784	92	655	0	0	189
137.txt	93.19	99.89	87.32	0.00	0.00	0.00	1846	2	268	0	0	86
138.txt	95.10	100.00	90.66	0.00	0.00	0.00	757	0	78	0	0	16
139.txt	85.39	84.53	86.27	0.00	0.00	0.00	1131	207	180	0	0	25
140.txt	94.84	96.70	93.06	0.00	0.00	0.00	1407	48	105	0	0	22
141.txt	98.93	100.00	97.89	0.00	0.00	0.00	2321	0	50	0	0	30
142.txt	87.30	84.80	89.94	0.00	0.00	0.00	2450	439	274	0	0	52
143.txt	82.64	78.42	87.34	0.00	0.00	0.00	2788	767	404	0	0	83
144.txt	88.14	89.43	86.88	0.00	0.00	0.00	2682	317	405	0	0	69
145.txt	93.43	94.68	92.22	0.00	0.00	0.00	1423	80	120	0	0	59
146.txt	98.30	99.52	97.10	0.00	0.00	0.00	1675	8	50	0	0	46
147.txt	98.55	99.79	97.34	0.00	0.00	0.00	2821	6	77	0	0	55
148.txt	85.80	87.80	83.89	0.00	0.00	0.00	6213	863	1193	0	0	159
149.txt	83.01	97.43	72.31	0.00	0.00	0.00	530	14	203	0	0	24
150.txt	1.41	0.74	14.29	0.00	0.00	0.00	6	802	36	0	0	3
151.txt	95.52	99.99	91.44	0.00	0.00	0.00	7238	1	678	0	0	240
152.txt	88.36	100.00	79.14	0.00	0.00	0.00	1233	0	325	0	0	48
153.txt	82.33	81.87	82.80	0.00	0.00	0.00	2984	661	620	0	0	50
154.txt	93.81	99.62	88.65	0.00	0.00	0.00	7568	29	969	0	0	172
155.txt	91.51	99.58	84.64	0.00	0.00	0.00	1185	5	215	0	0	80
156.txt	44.83	32.10	74.29	0.00	0.00	0.00	26	55	9	0	0	3
157.txt	91.59	100.00	84.48	0.00	0.00	0.00	49	0	9	0	0	2
158.txt	86.15	99.63	75.89	0.00	0.00	0.00	812	3	258	0	0	51
159.txt	89.41	85.06	94.22	0.00	0.00	0.00	1076	189	66	0	0	22
160.txt	87.82	92.49	83.59	0.00	0.00	0.00	973	79	191	0	0	47
161.txt	97.03	100.00	94.23	0.00	0.00	0.00	751	0	46	0	0	28
162.txt	95.87	97.81	94.00	0.00	0.00	0.00	2273	51	145	0	0	88
163.txt	70.50	88.45	58.61	0.00	0.00	0.00	2995	391	2115	0	0	93
164.txt	12.00	10.17	14.63	0.00	0.00	0.00	6	53	35	0	0	3
165.txt	97.45	98.37	96.56	0.00	0.00	0.00	4346	72	155	0	0	104
166.txt	97.43	100.00	94.98	0.00	0.00	0.00	1060	0	56	0	0	34
167.txt	84.82	100.00	73.64	0.00	0.00	0.00	651	0	233	0	0	34
168.txt	97.74	98.43	97.07	0.00	0.00	0.00	563	9	17	0	0	13
169.txt	98.97	99.52	98.41	0.00	0.00	0.00	9996	48	161	0	0	117
170.txt	99.29	100.00	98.58	0.00	0.00	0.00	3197	0	46	0	0	42
